CNPJ_RAIZ,RAZAO_SOCIAL_SEFAZ,RAZAO_SOCIAL_RFB,RAZAO_SOCIAL_REDESIM,FONTE_RECOMENDADA,RAZAO_SOCIAL_RECOMENDADA,GC,SIMILARIDADE_CAD_RFB,SIM_CAD_REDESIM,SIM_RFB_REDESIM
26726610,JOSUE DOS SANTOS FURTADO 92318649391,JOSUE DOS SANTOS FURTADO 92318649391,,SEFAZ,JOSUE DOS SANTOS FURTADO 92318649391,90,100,,
26557976,SAMUEL FURTADO ROCHA 05603428376,SAMUEL FURTADO ROCHA 05603428376,,SEFAZ,SAMUEL FURTADO ROCHA 05603428376,90,100,,
26565193,MISAEL LIBERALINO DA COSTA 40214508315,MISAEL LIBERALINO DA COSTA 40214508315,,SEFAZ,MISAEL LIBERALINO DA COSTA 40214508315,90,100,,
26565973,FABIANA COELHO DO NASCIMENTO 60514240326,FABIANA COELHO DO NASCIMENTO FONSECA 60514240326,FABIANA COELHO DO NASCIMENTO FONSECA 60514240326,REDESIM,FABIANA COELHO DO NASCIMENTO FONSECA 60514240326,70,84,84,100
26317295,FERNANDO LIRA CORREIA FILHO 00280987307,FERNANDO LIRA CORREIA FILHO 00280987307,,SEFAZ,FERNANDO LIRA CORREIA FILHO 00280987307,90,100,,
26346876,MARIA DALVA PEREIRA DAS CHAGAS 33272980334,MARIA DALVA PEREIRA DAS CHAGAS 33272980334,,SEFAZ,MARIA DALVA PEREIRA DAS CHAGAS 33272980334,90,100,,
26460189,ANTONIA IVANILDE DA SILVA AQUINO 87691000391,ANTONIA IVANILDE DA SILVA AQUINO 87691000391,ANTONIA IVANILDE DA SILVA AQUINO 87691000391,REDESIM,ANTONIA IVANILDE DA SILVA AQUINO 87691000391,100,100,100,100
26470657,VALDOMIRO MOTA DE CASTRO 33622914300,VALDOMIRO MOTA DE CASTRO 33622914300,,SEFAZ,VALDOMIRO MOTA DE CASTRO 33622914300,90,100,,
26476752,RISOLETA NASCIMENTO DE OLIVEIRA 00346838363,RISOLETA NASCIMENTO DE OLIVEIRA 00346838363,,SEFAZ,RISOLETA NASCIMENTO DE OLIVEIRA 00346838363,90,100,,
21962523,F J DE LIMA DOS SANTOS,F J DE LIMA DOS SANTOS,,SEFAZ,F J DE LIMA DOS SANTOS,90,100,,
21899956,D DE OLIVEIRA MONTEIRO SAMINES,D DE OLIVEIRA MONTEIRO SAMINES,,SEFAZ,D DE OLIVEIRA MONTEIRO SAMINES,90,100,,
22169576,FRANCISCO PEREIRA MARINHO 75931729372,FRANCISCO PEREIRA MARINHO 75931729372,,SEFAZ,FRANCISCO PEREIRA MARINHO 75931729372,90,100,,
21969656,FRANCISCO RAILSON DOS SANTOS AMORIM 03469634351,FRANCISCO RAILSON DOS SANTOS AMORIM 03469634351,,SEFAZ,FRANCISCO RAILSON DOS SANTOS AMORIM 03469634351,90,100,,
22074290,NAYANE INGRID MIGUEL LEITE 02582222399,NAYANE INGRID MIGUEL LEITE 02582222399,,SEFAZ,NAYANE INGRID MIGUEL LEITE 02582222399,90,100,,
40945257,JR SAPATOS E ACESSORIOS LTDA,JR SAPATOS E ACESSORIOS LTDA,JR SAPATOS E ACESSORIOS LTDA,REDESIM,JR SAPATOS E ACESSORIOS LTDA,100,100,100,100
40773413,JOSE AUGUSTO GONCALVES DE ALMEIDA 05507252378,JOSE AUGUSTO GONCALVES DE ALMEIDA 05507252378,JOSE AUGUSTO GONCALVES DE ALMEIDA 05507252378,REDESIM,JOSE AUGUSTO GONCALVES DE ALMEIDA 05507252378,100,100,100,100
40934525,ANTONIO FERNANDES MARTINS JUNIOR 04572876320,ANTONIO FERNANDES MARTINS JUNIOR 04572876320,ANTONIO FERNANDES MARTINS JUNIOR 04572876320,REDESIM,ANTONIO FERNANDES MARTINS JUNIOR 04572876320,100,100,100,100
40832196,TIAGO CARVALHO VIEIRA 01478560355,TIAGO CARVALHO VIEIRA 01478560355,TIAGO CARVALHO VIEIRA 01478560355,REDESIM,TIAGO CARVALHO VIEIRA 01478560355,100,100,100,100
40741073,S  S  E S  DE FRANCA,S. S. E S. DE FRANCA,S. S. E S. DE FRANCA,REDESIM,S. S. E S. DE FRANCA,70,85,85,100
24500380,CLAUDIA PINHEIRO MACHADO 02927655332,CLAUDIA PINHEIRO MACHADO 02927655332,CLAUDIA PINHEIRO MACHADO 02927655332,REDESIM,CLAUDIA PINHEIRO MACHADO 02927655332,100,100,100,100
24588408,FABRICA DE SABORES SOCIEDADE LTDA,FABRICA DE SABORES SOCIEDADE LTDA,,SEFAZ,FABRICA DE SABORES SOCIEDADE LTDA,90,100,,
24486063,M  E  COMERCIO DE ALIMENTOS LTDA,M. E. COMERCIO DE ALIMENTOS LTDA,,SEFAZ,M  E  COMERCIO DE ALIMENTOS LTDA,90,94,,
09628524,FALCAO DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA    ME,FALCAO DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA,,SEFAZ,FALCAO DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA    ME,90,90,,
07711639,RIBEIRO ELETRODOMESTICOS LTDA,RIBEIRO ELETRODOMESTICOS LTDA,,SEFAZ,RIBEIRO ELETRODOMESTICOS LTDA,90,100,,
27103973,VALBER DOS SANTOS ALVES 41909240320,VALBER DOS SANTOS ALVES 41909240320,,SEFAZ,VALBER DOS SANTOS ALVES 41909240320,90,100,,
27129593,UBERLANDE JOSE MENDES RIBEIRO 01985530309,UBERLANDE JOSE MENDES RIBEIRO 01985530309,,SEFAZ,UBERLANDE JOSE MENDES RIBEIRO 01985530309,90,100,,
26819426,ERNANDO LEAL TENORIO FILHO 01155460308,ERNANDO LEAL TENORIO FILHO 01155460308,,SEFAZ,ERNANDO LEAL TENORIO FILHO 01155460308,90,100,,
18325644,LUIS AUGUSTO DA SILVA SOUSA 45005230300,LUIS AUGUSTO DA SILVA SOUSA 45005230300,,SEFAZ,LUIS AUGUSTO DA SILVA SOUSA 45005230300,90,100,,
22034402,ANTONIO FRANCISCO DE SOUZA 95641670359,ANTONIO FRANCISCO DE SOUZA 95641670359,,SEFAZ,ANTONIO FRANCISCO DE SOUZA 95641670359,90,100,,
22056314,WILLIAM DE SOUSA ALBUQUERQUE,WILLIAM DE SOUSA ALBUQUERQUE,WILLIAM DE SOUSA ALBUQUERQUE - ME,REDESIM,WILLIAM DE SOUSA ALBUQUERQUE - ME,30,100,85,85
22142973,CARLOS VINICIUS RODRIGUES SILVA 61072065312,CARLOS VINICIUS RODRIGUES SILVA 61072065312,,SEFAZ,CARLOS VINICIUS RODRIGUES SILVA 61072065312,90,100,,
21880985,R P DAS NEVES FILHO COMERCIO,R P DAS NEVES FILHO COMERCIO,,SEFAZ,R P DAS NEVES FILHO COMERCIO,90,100,,
40741210,CLEDIANE ALENCAR DA SILVA 01905089309,CLEDIANE ALENCAR DA SILVA 01905089309,CLEDIANE ALENCAR DA SILVA 01905089309,REDESIM,CLEDIANE ALENCAR DA SILVA 01905089309,100,100,100,100
40871661,DIALLYSON RABELO MORAES 61367736358,DIALLYSON RABELO MORAES 61367736358,DIALLYSON RABELO MORAES 61367736358,REDESIM,DIALLYSON RABELO MORAES 61367736358,100,100,100,100
40092799,DAVID LEANDRO DA SILVA CUTRIM 06553264309,DAVID LEANDRO DA SILVA CUTRIM 06553264309,DAVID LEANDRO DA SILVA CUTRIM 06553264309,REDESIM,DAVID LEANDRO DA SILVA CUTRIM 06553264309,100,100,100,100
40203866,MICHAEL RANNIESPY SALES COSTA 05696023355,MICHAEL RANNIESPY SALES COSTA 05696023355,MICHAEL RANNIESPY SALES COSTA 05696023355,REDESIM,MICHAEL RANNIESPY SALES COSTA 05696023355,100,100,100,100
40257566,LUCIANO SOUSA DOS SANTOS 01727175310,LUCIANO SOUSA DOS SANTOS 01727175310,LUCIANO SOUSA DOS SANTOS 01727175310,REDESIM,LUCIANO SOUSA DOS SANTOS 01727175310,100,100,100,100
24508643,HERSON JIMI COELHO RAMOS 93765266272,HERSON JIMI COELHO RAMOS 93765266272,,SEFAZ,HERSON JIMI COELHO RAMOS 93765266272,90,100,,
24536818,QUITANDA CONVENIENCIAS LTDA,QUITANDA CONVENIENCIAS LTDA,,SEFAZ,QUITANDA CONVENIENCIAS LTDA,90,100,,
24558907,GISELLE CRISTINA DA SILVA AZEVEDO 64840204349,GISELLE CRISTINA DA SILVA AZEVEDO 64840204349,,SEFAZ,GISELLE CRISTINA DA SILVA AZEVEDO 64840204349,90,100,,
24550588,JEREMIAS MATOS VIANA 01414855150,JEREMIAS MATOS VIANA 01414855150,JEREMIAS MATOS VIANA 01414855150,REDESIM,JEREMIAS MATOS VIANA 01414855150,100,100,100,100
24617365,J  SILVA ALVES COMERCIO,J. SILVA ALVES COMERCIO,,SEFAZ,J  SILVA ALVES COMERCIO,90,96,,
24622200,ELSON DA SILVA CARDOSO 00973094354,ELSON DA SILVA CARDOSO 00973094354,,SEFAZ,ELSON DA SILVA CARDOSO 00973094354,90,100,,
24791332,FRANCISCA DA SILVA NASCIMENTO 43169562304,FRANCISCA DA SILVA NASCIMENTO 43169562304,,SEFAZ,FRANCISCA DA SILVA NASCIMENTO 43169562304,90,100,,
25113644,R I P COSTA,R I P COSTA,,SEFAZ,R I P COSTA,90,100,,
24831603,PETRONIO JOSE DE CARVALHO NEVES 96631600391,PETRONIO JOSE DE CARVALHO NEVES 96631600391,,SEFAZ,PETRONIO JOSE DE CARVALHO NEVES 96631600391,90,100,,
27002936,CLIDENOR EVANGELISTA GARRETO 25376152391,CLIDENOR EVANGELISTA GARRETO 25376152391,,SEFAZ,CLIDENOR EVANGELISTA GARRETO 25376152391,90,100,,
27269599,MICHELLE NOGUEIRA DA CRUZ 01192932340,MICHELLE NOGUEIRA DA CRUZ 01192932340,,SEFAZ,MICHELLE NOGUEIRA DA CRUZ 01192932340,90,100,,
27109863,ABDON ALVES PORTO 62167618387,ABDON ALVES PORTO 62167618387,ABDON ALVES PORTO 62167618387,REDESIM,ABDON ALVES PORTO 62167618387,100,100,100,100
26972544,CERAMICA C SANTOS LTDA,CERAMICA C SANTOS LTDA,CERAMICA C SANTOS LTDA,REDESIM,CERAMICA C SANTOS LTDA,100,100,100,100
26862074,MARIA TERESA RODRIGUES VIEIRA 14813564372,MARIA TERESA RODRIGUES VIEIRA 14813564372,,SEFAZ,MARIA TERESA RODRIGUES VIEIRA 14813564372,90,100,,
02044244,JOSEFA B DOS SANTOS,JOSEFA B DOS SANTOS,,SEFAZ,JOSEFA B DOS SANTOS,90,100,,
21985127,JOIRLIA OLIVEIRA DE PAIVA 91788030397,JOIRLIA OLIVEIRA DE PAIVA 91788030397,,SEFAZ,JOIRLIA OLIVEIRA DE PAIVA 91788030397,90,100,,
22928134,J P DE MELO COMERCIO,J P DE MELO COMERCIO,,SEFAZ,J P DE MELO COMERCIO,90,100,,
22925024,IONI LOBATO COSTA GUSMAO 80012361372,IONI LOBATO COSTA GUSMAO 80012361372,,SEFAZ,IONI LOBATO COSTA GUSMAO 80012361372,90,100,,
22731130,COELHO PEREIRA ODONTOLOGIA LTDA,COELHO PEREIRA ODONTOLOGIA LTDA,COELHO PEREIRA ODONTOLOGIA LTDA - ME,REDESIM,COELHO PEREIRA ODONTOLOGIA LTDA - ME,30,100,87,87
22840595,JODELMA RABELO ALVES 25204246304,JODELMA RABELO ALVES 25204246304,,SEFAZ,JODELMA RABELO ALVES 25204246304,90,100,,
14248908,C  R  P  DA SILVA   COMERCIO,C. R. P. DA SILVA - COMERCIO,C. R. P. DA SILVA - COMERCIO,REDESIM,C. R. P. DA SILVA - COMERCIO,70,86,86,100
11206472,W N TECNOLOGIA E SERVICOS EIRELI    ME,,WN SERVICOS DE MANUTENCAO TECNOLOGICAS EIRELI,REDESIM,WN SERVICOS DE MANUTENCAO TECNOLOGICAS EIRELI,50,,27,
40249973,MARCOS DO ROSARIO SILVA JUNIOR 61115786342,MARCOS DO ROSARIO SILVA JUNIOR 61115786342,MARCOS DO ROSARIO SILVA JUNIOR 61115786342,REDESIM,MARCOS DO ROSARIO SILVA JUNIOR 61115786342,100,100,100,100
40144590,HIGOR S S DE OLIVEIRA EIRELI,HIGOR S S DE OLIVEIRA EIRELI,HIGOR S S DE OLIVEIRA EIRELI,REDESIM,HIGOR S S DE OLIVEIRA EIRELI,100,100,100,100
24793696,M R DA SILVA BRANDAO CONSTRUCAO EIRELI,M R DA SILVA BRANDAO CONSTRUCAO EIRELI,,SEFAZ,M R DA SILVA BRANDAO CONSTRUCAO EIRELI,90,100,,
24846697,SANDRA MARIA SOUSA LOPES,SANDRA MARIA SOUSA LOPES,SANDRA MARIA SOUSA LOPES,REDESIM,SANDRA MARIA SOUSA LOPES,100,100,100,100
25105923,DEBORA COSTA NASCIMENTO 61297404335,DEBORA COSTA NASCIMENTO 61297404335,DEBORA COSTA NASCIMENTO 61297404335,REDESIM,DEBORA COSTA NASCIMENTO 61297404335,100,100,100,100
24624325,CLEIDIANE COSTA DE OLIVEIRA 02082496309,CLEIDIANE COSTA DE OLIVEIRA 02082496309,,SEFAZ,CLEIDIANE COSTA DE OLIVEIRA 02082496309,90,100,,
27014179,FHABIO HENRIQUE SOUSA LIMA 01933332360,FHABIO HENRIQUE SOUSA LIMA 01933332360,FHABIO HENRIQUE SOUSA LIMA 01933332360,REDESIM,FHABIO HENRIQUE SOUSA LIMA 01933332360,100,100,100,100
19141342,REVENDEDORA DE PNEUS JCJ EIRELI,REVENDEDORA DE PNEUS JCJ EIRELI,REVENDEDORA DE PNEUS JCJ EIRELI - ME,REDESIM,REVENDEDORA DE PNEUS JCJ EIRELI - ME,30,100,87,87
27229150,CHURRASCARIA BERRO GRILL LTDA,CHURRASCARIA BERRO GRILL LTDA,CHURRASCARIA BERRO GRILL LTDA - ME,REDESIM,CHURRASCARIA BERRO GRILL LTDA - ME,30,100,86,86
22844075,DANIELLE CARVALHO LIMA LOPES 00099628325,DANIELLE CARVALHO LIMA LOPES 00099628325,,SEFAZ,DANIELLE CARVALHO LIMA LOPES 00099628325,90,100,,
12118675,MADEREIRA MARQUES LTDA    ME,MADEREIRA MARQUES LTDA.,,SEFAZ,MADEREIRA MARQUES LTDA    ME,50,79,,
23183280,P M  DISTRIBUIDORA DE MADEIRAS LTDA,P.M. DISTRIBUIDORA DE MADEIRAS LTDA,,SEFAZ,P M  DISTRIBUIDORA DE MADEIRAS LTDA,90,95,,
23012364,A DE O PEREIRA,A DE O PEREIRA,A DE O PEREIRA,REDESIM,A DE O PEREIRA,100,100,100,100
21556338,V B GARCIA E CIA LTDA,V B GARCIA E CIA LTDA,V B GARCIA E CIA LTDA,REDESIM,V B GARCIA E CIA LTDA,100,100,100,100
40437492,RELRISON CARLOS LIMA SOUSA 00897356330,RELRISON CARLOS LIMA SOUSA 00897356330,RELRISON CARLOS LIMA SOUSA 00897356330,REDESIM,RELRISON CARLOS LIMA SOUSA 00897356330,100,100,100,100
40289627,FRANCISCA CARNEIRO SANTOS SILVA 49077252304,FRANCISCA CARNEIRO SANTOS SILVA 49077252304,FRANCISCA CARNEIRO SANTOS SILVA 49077252304,REDESIM,FRANCISCA CARNEIRO SANTOS SILVA 49077252304,100,100,100,100
40358409,ASSIS CORREA MOREIRA NETO 05165211363,ASSIS CORREA MOREIRA NETO 05165211363,ASSIS CORREA MOREIRA NETO 05165211363,REDESIM,ASSIS CORREA MOREIRA NETO 05165211363,100,100,100,100
40303157,A  C  PACHECO PIRES,A. C. PACHECO PIRES,A. C. PACHECO PIRES,REDESIM,A. C. PACHECO PIRES,100,90,90,100
40420898,ALBERTO MARTINS SANTOS NETO 01797037307,ALBERTO MARTINS SANTOS NETO 01797037307,ALBERTO MARTINS SANTOS NETO 01797037307,REDESIM,ALBERTO MARTINS SANTOS NETO 01797037307,100,100,100,100
40404615,JOANNE CAROLINE MOREIRA SERRA 02648011307,JOANNE CAROLINE MOREIRA SERRA 02648011307,JOANNE CAROLINE MOREIRA SERRA 02648011307,REDESIM,JOANNE CAROLINE MOREIRA SERRA 02648011307,100,100,100,100
40202420,EUDILANDIA DOS SANTOS OLIVEIRA RODRIGUES 00024936324,EUDILANDIA DOS SANTOS OLIVEIRA RODRIGUES 00024936324,EUDILANDIA DOS SANTOS OLIVEIRA RODRIGUES 00024936324,REDESIM,EUDILANDIA DOS SANTOS OLIVEIRA RODRIGUES 00024936324,100,100,100,100
40545943,FRANCILENE SILVA DOS SANTOS 61009937324,FRANCILENE SILVA DOS SANTOS 61009937324,FRANCILENE SILVA DOS SANTOS 61009937324,REDESIM,FRANCILENE SILVA DOS SANTOS 61009937324,100,100,100,100
04173465,E  P  R  MONTEIRO,E. P. R. MONTEIRO,,SEFAZ,E  P  R  MONTEIRO,50,83,,
24945209,TATYELE DA SILVA LIMA 06319768339,TATYELE DA SILVA LIMA 06319768339,,SEFAZ,TATYELE DA SILVA LIMA 06319768339,90,100,,
24727484,PEDRO TAYNA SOUSA SILVA 01946965375,PEDRO TAYNA SOUSA SILVA 01946965375,,SEFAZ,PEDRO TAYNA SOUSA SILVA 01946965375,90,100,,
25152939,OZENY RODRIGUES DA SILVA AZEVEDO 05732495479,OZENY RODRIGUES DA SILVA AZEVEDO 05732495479,,SEFAZ,OZENY RODRIGUES DA SILVA AZEVEDO 05732495479,90,100,,
17937940,LAILA DANIELLE DE SOUZA SILVA 03530374350,LAILA DANIELLE DE SOUZA SILVA 03530374350,LAILA DANIELLE DE SOUZA SILVA 03530374350,REDESIM,LAILA DANIELLE DE SOUZA SILVA 03530374350,100,100,100,100
27090823,NOVELI MENEZES SERENO NETO,NOVELI MENEZES SERENO NETO,NOVELI MENEZES SERENO NETO - ME,REDESIM,NOVELI MENEZES SERENO NETO - ME,30,100,84,84
27097683,CARLOS HENRIQUE DA SILVA 64778070330,CARLOS HENRIQUE DA SILVA 64778070330,,SEFAZ,CARLOS HENRIQUE DA SILVA 64778070330,90,100,,
27271919,CRINCIA COSTA DURAES 01783354364,CRINCIA COSTA DURAES 01783354364,CRINCIA COSTA DURAES 01783354364,REDESIM,CRINCIA COSTA DURAES 01783354364,100,100,100,100
27275513,DAYANE S ALMEIDA SERVICOS DE BELEZA,DAYANE S ALMEIDA SERVICOS DE BELEZA,DAYANE S ALMEIDA SERVIÇOS DE BELEZA - ME,REDESIM,DAYANE S ALMEIDA SERVIÇOS DE BELEZA - ME,30,100,83,83
26804752,INACIO RIBEIRO NETO 06309905309,INACIO RIBEIRO NETO 06309905309,,SEFAZ,INACIO RIBEIRO NETO 06309905309,90,100,,
28949235,RODRIGO CARVALHO DE OLIVEIRA 66395992368,RODRIGO CARVALHO DE OLIVEIRA 66395992368,,SEFAZ,RODRIGO CARVALHO DE OLIVEIRA 66395992368,90,100,,
22826079,POSTO SANTA CECILIA LTDA,POSTO SANTA CECILIA LTDA,,SEFAZ,POSTO SANTA CECILIA LTDA,90,100,,
23251832,MARIA DE LOURDES CONRADO MEDEIROS 47149914349,MARIA DE LOURDES CONRADO MEDEIROS 47149914349,,SEFAZ,MARIA DE LOURDES CONRADO MEDEIROS 47149914349,90,100,,
23086855,FRANCISCO DULINDA DOS SANTOS 01834772354,FRANCISCO DULINDA DOS SANTOS 01834772354,FRANCISCO DULINDA DOS SANTOS 01834772354,REDESIM,FRANCISCO DULINDA DOS SANTOS 01834772354,100,100,100,100
23087191,MARIA GEOVANA GOMES DOS SANTOS LIMA 06006905396,MARIA GEOVANA GOMES DOS SANTOS LIMA 06006905396,,SEFAZ,MARIA GEOVANA GOMES DOS SANTOS LIMA 06006905396,90,100,,
22868404,ELIVALDO DA SILVA SOARES 96632399134,ELIVALDO DA SILVA SOARES 96632399134,,SEFAZ,ELIVALDO DA SILVA SOARES 96632399134,90,100,,
27325889,PAULO LINCOLN FONSECA DE CARVALHO DE SALES 60796676305,PAULO LINCOLN FONSECA DE CARVALHO DE SALES 60796676305,,SEFAZ,PAULO LINCOLN FONSECA DE CARVALHO DE SALES 60796676305,90,100,,
67110486,DE CARLI EMPREENDIMENTOS E PARTICIPACOES LTDA,,,SEFAZ,DE CARLI EMPREENDIMENTOS E PARTICIPACOES LTDA,60,,,
27418488,SOCORRO ALVES RODRIGUES 01296808343,SOCORRO ALVES RODRIGUES 01296808343,,SEFAZ,SOCORRO ALVES RODRIGUES 01296808343,90,100,,
27434700,WESLEY DENISSON PAIXAO GALVAO DA SILVA 05781241302,WESLEY DENISSON PAIXAO GALVAO DA SILVA 05781241302,,SEFAZ,WESLEY DENISSON PAIXAO GALVAO DA SILVA 05781241302,90,100,,
27893848,BENEDITO PIEDADE SA 65502639304,BENEDITO PIEDADE SA 65502639304,,SEFAZ,BENEDITO PIEDADE SA 65502639304,90,100,,
27704155,ANTONIO PEREIRA DO NASCIMENTO 01346766371,ANTONIO PEREIRA DO NASCIMENTO 01346766371,ANTONIO PEREIRA DO NASCIMENTO 01346766371,REDESIM,ANTONIO PEREIRA DO NASCIMENTO 01346766371,100,100,100,100
29438511,LUCIA ADELIA BALATA CASTELO BRANCO 79454240315,LUCIA ADELIA BALATA CASTELO BRANCO 79454240315,LUCIA ADELIA BALATA CASTELO BRANCO 79454240315,REDESIM,LUCIA ADELIA BALATA CASTELO BRANCO 79454240315,100,100,100,100
19401383,ZAQUEU ROCHA PEREIRA FRAGAS 00378796267,ZAQUEU ROCHA PEREIRA FRAGAS 00378796267,ZAQUEU ROCHA PEREIRA FRAGAS 00378796267,REDESIM,ZAQUEU ROCHA PEREIRA FRAGAS 00378796267,100,100,100,100
32136638,SFL EMPREENDIMENTOS EIRELI,SFL EMPREENDIMENTOS EIRELI,M V M P SILVA GRÁFICA E COMÉRCIO,REDESIM,M V M P SILVA GRÁFICA E COMÉRCIO,30,100,15,15
32014994,J  WILSON L  MOTA,J. WILSON L. MOTA,J. WILSON L. MOTA,REDESIM,J. WILSON L. MOTA,70,89,89,100
32042082,MORENO E GONCALVES LTDA,MORENO E GONCALVES LTDA,MORENO E GONÇALVES LTDA,REDESIM,MORENO E GONÇALVES LTDA,100,100,92,92
42006396,GABRIEL PINHEIRO COSTA JUNIOR 02597925358,GABRIEL PINHEIRO COSTA JUNIOR 02597925358,GABRIEL PINHEIRO COSTA JUNIOR 02597925358,REDESIM,GABRIEL PINHEIRO COSTA JUNIOR 02597925358,100,100,100,100
42958854,MARCIA ANDREIA ARAUJO DA SILVA 03170244345,MARCIA ANDREIA ARAUJO DA SILVA 03170244345,MARCIA ANDREIA ARAUJO DA SILVA 03170244345,REDESIM,MARCIA ANDREIA ARAUJO DA SILVA 03170244345,100,100,100,100
43046518,IZADORA BORGES VIEIRA COSTA 04826673388,IZADORA BORGES VIEIRA COSTA 04826673388,IZADORA BORGES VIEIRA COSTA 04826673388,REDESIM,IZADORA BORGES VIEIRA COSTA 04826673388,100,100,100,100
43063157,GUILHERME MATOS DOS SANTOS 61178933377,GUILHERME MATOS DOS SANTOS 61178933377,GUILHERME MATOS DOS SANTOS 61178933377,REDESIM,GUILHERME MATOS DOS SANTOS 61178933377,100,100,100,100
43978591,DIEGO FONTENELES FILGUEIRAS 01209327333,DIEGO FONTENELES FILGUEIRAS 01209327333,DIEGO FONTENELES FILGUEIRAS 01209327333,REDESIM,DIEGO FONTENELES FILGUEIRAS 01209327333,100,100,100,100
43943094,JOSIANE SANTOS 01182956327,JOSIANE SANTOS 01182956327,JOSIANE SANTOS 01182956327,REDESIM,JOSIANE SANTOS 01182956327,100,100,100,100
44070190,JONAS DE MACEDO CARVALHO 61533954305,JONAS DE MACEDO CARVALHO 61533954305,JONAS DE MACEDO CARVALHO 61533954305,REDESIM,JONAS DE MACEDO CARVALHO 61533954305,100,100,100,100
18962479,DISTRIBUIDORA GENTIL EIRELI,DISTRIBUIDORA GENTIL EIRELI,DISTRIBUIDORA GENTIL EIRELI,REDESIM,DISTRIBUIDORA GENTIL EIRELI,100,100,100,100
43939641,P F DE MELO NETO,P F DE MELO NETO,P F DE MELO NETO,REDESIM,P F DE MELO NETO,100,100,100,100
44171071,RAFAEL MONTEIRO BORGES FEITOSA 02750901324,RAFAEL MONTEIRO BORGES FEITOSA 02750901324,RAFAEL MONTEIRO BORGES FEITOSA 02750901324,REDESIM,RAFAEL MONTEIRO BORGES FEITOSA 02750901324,100,100,100,100
43802797,THIAGO SANTOS DA ROCHA 60904591352,THIAGO SANTOS DA ROCHA 60904591352,THIAGO SANTOS DA ROCHA 60904591352,REDESIM,THIAGO SANTOS DA ROCHA 60904591352,100,100,100,100
43762135,JAIRTON HILTON DUARTE SIMAS 40903753391,JAIRTON HILTON DUARTE SIMAS 40903753391,JAIRTON HILTON DUARTE SIMAS 40903753391,REDESIM,JAIRTON HILTON DUARTE SIMAS 40903753391,100,100,100,100
44950701,PATRICIO DE JESUS MENDES OLIVEIRA 03245761376,PATRICIO DE JESUS MENDES OLIVEIRA 03245761376,PATRICIO DE JESUS MENDES OLIVEIRA 03245761376,REDESIM,PATRICIO DE JESUS MENDES OLIVEIRA 03245761376,100,100,100,100
44548901,SAMIRA SILVA GOMES 05164416395,SAMIRA SILVA GOMES 05164416395,SAMIRA SILVA GOMES 05164416395,REDESIM,SAMIRA SILVA GOMES 05164416395,100,100,100,100
31828535,ROGERIO ALVES DA COSTA 84329769204,ROGERIO ALVES DA COSTA 84329769204,ROGERIO ALVES DA COSTA 84329769204,REDESIM,ROGERIO ALVES DA COSTA 84329769204,100,100,100,100
00274430,MANDARINO EMPREENDIMENTOS LTDA,MANDARINO EMPREENDIMENTOS LTDA,,SEFAZ,MANDARINO EMPREENDIMENTOS LTDA,90,100,,
25067009,RAYANE MAYARA DO NASCIMENTO LIMA 04395984355,RAYANE MAYARA DO NASCIMENTO LIMA 04395984355,RAYANE MAYARA DO NASCIMENTO LIMA 04395984355,REDESIM,RAYANE MAYARA DO NASCIMENTO LIMA 04395984355,100,100,100,100
44833371,JOSERINA DOS SANTOS SILVA 93158939304,JOSERINA DOS SANTOS SILVA 93158939304,JOSERINA DOS SANTOS SILVA 93158939304,REDESIM,JOSERINA DOS SANTOS SILVA 93158939304,100,100,100,100
45002787,G H P D S SALES GHP SALES,,G H P D S SALES GHP SALES,REDESIM,G H P D S SALES GHP SALES,90,,100,
45274781,BARBARA THARYS ALVES SOARES 04608095390,BARBARA THARYS ALVES SOARES 04608095390,BARBARA THARYS ALVES SOARES 04608095390,REDESIM,BARBARA THARYS ALVES SOARES 04608095390,100,100,100,100
45065092,A MONTEIRO DA SILVA,,A MONTEIRO DA SILVA,REDESIM,A MONTEIRO DA SILVA,90,,100,
44813028,ANTONIO NEILSON DE JESUS DOS REIS 03094338356,ANTONIO NEILSON DE JESUS DOS REIS 03094338356,ANTONIO NEILSON DE JESUS DOS REIS 03094338356,REDESIM,ANTONIO NEILSON DE JESUS DOS REIS 03094338356,100,100,100,100
28825241,EDUARDO RIBEIRO DA LUZ 43611060372,EDUARDO RIBEIRO DA LUZ 43611060372,EDUARDO RIBEIRO DA LUZ 43611060372,REDESIM,EDUARDO RIBEIRO DA LUZ 43611060372,100,100,100,100
25287021,N DE O BISPO,N DE O BISPO,A P L BRILHANTE E CIA LTDA,REDESIM,A P L BRILHANTE E CIA LTDA,30,100,20,20
44987384,RENASCER ASSISTENCIA E SERVICOS LTDA,,RENASCER ASSISTENCIA E SERVICOS LTDA,REDESIM,RENASCER ASSISTENCIA E SERVICOS LTDA,90,,100,
43680148,JUAN DAVI AGUIAR VASCONCELOS 61830351303,JUAN DAVI AGUIAR VASCONCELOS 61830351303,JUAN DAVI AGUIAR VASCONCELOS 61830351303,REDESIM,JUAN DAVI AGUIAR VASCONCELOS 61830351303,100,100,100,100
